id,title,genre_ids,overview,release_date,vote_average,vote_count,poster_path,original_language,cast,director
119675,Behind the Candelabra,None,"Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted.",2013-05-26,6.61,801,/p3PF7jIUMAyZjGMaTPVbR405a2W.jpg,en,"['Michael Douglas', 'Matt Damon', 'Dan Aykroyd']",Steven Soderbergh
14626,Beau Travail,None,"Foreign Legion officer Galoup recalls his once glorious life, training troops in the Gulf of Djibouti. His existence there was happy, strict and regimented, until the arrival of a promising young recruit, Sentain, plants the seeds of jealousy in Galoup's mind.",2000-05-03,7.107,328,/6X0TGA4jdSayTvJgyyOEIn1XKGf.jpg,fr,"['Denis Lavant', 'Michel Subor', 'Grégoire Colin']",Claire Denis
1064213,Anora,None,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",2024-10-14,7.0,2437,/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,en,"['Mikey Madison', 'Mark Eydelshteyn', 'Yura Borisov']",Sean Baker
55,Amores perros,None,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.",2000-06-16,7.628,2717,/n3QrQvLM7lZ9AGExvG89OREkCXW.jpg,es,"['Emilio Echevarría', 'Gael García Bernal', 'Vanessa Bauche']",Alejandro González Iñárritu
311291,45 Years,None,"There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate.",2015-05-29,6.606,756,/8elIJYYXWq2HpcZ6TgVMC9EwTnn.jpg,en,"['Charlotte Rampling', 'Tom Courtenay', 'Geraldine James']",Andrew Haigh
2009,"4 luni, 3 săptămîni și 2 zile",None,Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,2007-08-24,7.551,759,/acEtvzFPeOQwbzRWncjRLenhnKV.jpg,ro,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov']",Cristian Mungiu
329865,Arrival,None,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",2016-11-10,7.617,18398,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,en,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker']",Denis Villeneuve
391713,Lady Bird,None,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",2017-09-01,7.256,8732,/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,en,"['Saoirse Ronan', 'Laurie Metcalf', 'Tracy Letts']",Greta Gerwig
786,Almost Famous,None,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",2000-09-15,7.503,2891,/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,en,"['Billy Crudup', 'Frances McDormand', 'Kate Hudson']",Cameron Crowe
375262,The Favourite,None,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",2018-11-23,7.504,5641,/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,en,"['Emma Stone', 'Olivia Colman', 'Rachel Weisz']",Yorgos Lanthimos
27205,Inception,None,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,8.369,37707,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,en,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe']",Christopher Nolan
473033,Uncut Gems,None,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",2019-08-30,7.158,4965,/sg0xxJeb3u1C4kAxhSuTwTNpEDt.jpg,en,"['Adam Sandler', 'LaKeith Stanfield', 'Julia Fox']",Josh Safdie
24,Kill Bill: Vol. 1,None,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",2003-10-10,8.0,18009,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,en,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox']",Quentin Tarantino
773,Little Miss Sunshine,None,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",2006-07-26,7.695,7386,/wKn7AJw730emlmzLSmJtzquwaeW.jpg,en,"['Greg Kinnear', 'Toni Collette', 'Steve Carell']",Jonathan Dayton
134,"O Brother, Where Art Thou?",None,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",2000-08-30,7.317,4319,/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,en,"['George Clooney', 'John Turturro', 'Tim Blake Nelson']",Joel Coen
545611,Everything Everywhere All at Once,None,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",2022-03-24,7.755,7159,/u68AjlvlutfEIcpmbYpKcdi09ut.jpg,en,"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan']",Daniel Scheinert
164076,Volver,None,An Argentine-executive of a multinational-returns to the country to close a factory. There he meets with his exgirlfriend and his best friend before the exile. The film presents an interpretation of the political and social situation in Argentina during the last years of the military government.,1982-08-05,5.2,5,/hlsWIIJXbFp0Kge6dnxps4yw3WC.jpg,es,"['Héctor Alterio', 'Graciela Dufau', 'Rodolfo Ranni']",David Lipszyc
62215,Melancholia,None,"Justine and Michael are celebrating their marriage at a sumptuous party in the home of her sister Claire, and brother-in-law John. Despite Claire’s best efforts, the wedding is a fiasco, with family tensions mounting and relationships fraying. Meanwhile, a planet called Melancholia is heading directly towards Earth…",2011-05-26,7.168,3613,/fMneszMiQuTKY8JUXrGGB5vwqJf.jpg,en,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland']",Lars von Trier
120,The Lord of the Rings: The Fellowship of the Ring,None,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,8.423,26179,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,en,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",Peter Jackson
121986,Frances Ha,None,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",2013-05-17,7.3,1707,/jrq1NoKvsxWCcffVOjegiYwloFN.jpg,en,"['Greta Gerwig', 'Mickey Sumner', 'Michael Zegen']",Noah Baumbach
4566,Michael Clayton,None,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.",2007-09-28,6.8,1822,/hhkW4yVIGo8Bee3UITKvqOvhNMG.jpg,en,"['George Clooney', 'Tom Wilkinson', 'Tilda Swinton']",Tony Gilroy
288430,In the Edges: The 'Grizzly Man' Session,None,"With Herzog's direction, Richard Thompson leads a small group of musicians into creating Grizzly Man's evocative soundtrack.",2005-12-26,0.0,0,/gZrD5B5CmzVWit8ylvMBXSNuX2L.jpg,en,"['Joe Bini', 'Danielle DeGruttola', 'John Hanes']",Erik Nelson
97630,Zero Dark Thirty,None,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",2012-12-19,6.988,4649,/wNSdSSxowM3WIqmPJNg3RagYbwP.jpg,en,"['Jessica Chastain', 'Jason Clarke', 'Kyle Chandler']",Kathryn Bigelow
396535,부산행,None,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",2016-07-20,7.753,7869,/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,ko,"['Gong Yoo', 'Kim Su-an', 'Jung Yu-mi']",Yeon Sang-ho
1242011,Together,None,"With a move to the countryside already testing the limits of a couple's relationship, a supernatural encounter begins an extreme transformation of their love, their lives, and their flesh.",2025-07-30,7.0,2,/wEgfIrmSUibiXjp9qWLL35g1nNr.jpg,en,"['Dave Franco', 'Alison Brie', 'Damon Herriman']",Michael Shanks
5168,Être et avoir,None,"The documentary's title translates as ""to be and to have"", the two auxiliary verbs in the French language. It is about a primary school in the commune of Saint-Étienne-sur-Usson, Puy-de-Dôme, France, the population of which is just over 200. The school has one small class of mixed ages (from four to twelve years), with a dedicated teacher, Georges Lopez, who shows patience and respect for the children as we follow their story through a single school year.",2002-08-28,7.3,139,/mqB5QPNCmbF8DgsZqmyGQAGktUE.jpg,fr,"['Georges Lopez', 'Johan', 'Alizé']",Nicolas Philibert
653729,Time,None,"Fox Rich, indomitable matriarch and modern-day abolitionist, strives to keep her family together while fighting for the release of her incarcerated husband. An intimate, epic, and unconventional love story, filmed over two decades.",2020-10-09,6.772,112,/2yLZmlf6vdpkhTaD0oUmIFu8SsM.jpg,en,"['Sibil Fox Richardson', 'Robert Fox Richardson', 'Freedom Richardson']",Garrett Bradley
1443,The Virgin Suicides,None,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",2000-04-21,7.12,3413,/1NCQtXPQnaHRjOZVmktA9BSM35F.jpg,en,"['Kirsten Dunst', 'Josh Hartnett', 'James Woods']",Sofia Coppola
10707,The Squid and the Whale,None,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents' divorce in Brooklyn in the 1980s.",2005-10-05,6.951,1010,/h4FMTKrWgwSUQTSbMnSA4ECKzl2.jpg,en,"['Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg']",Noah Baumbach
806368,The Son,None,"A successful lawyer, with a new wife and infant, agrees to care for his teenage son from a previous marriage after his ex-wife becomes concerned about the boy's wayward behavior.",2022-11-10,6.712,499,/hYR2doH3arnX0Y6WULuBPbtaLjN.jpg,en,"['Hugh Jackman', 'Zen McGrath', 'Vanessa Kirby']",Florian Zeller
9806,The Incredibles,None,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",2004-10-27,7.7,18119,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,en,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell']",Brad Bird
290098,아가씨,None,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",2016-06-01,8.2,3975,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,ko,"['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo']",Park Chan-wook
549509,The Brutalist,None,"When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.",2024-12-20,7.0,1165,/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg,en,"['Adrien Brody', 'Felicity Jones', 'Guy Pearce']",Brady Corbet
508883,君たちはどう生きるか,None,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",2023-07-14,7.43,2250,/f4oZTcfGrVTXKTWg157AwikXqmP.jpg,ja,"['Soma Santoki', 'Masaki Suda', 'Ko Shibasaki']",Hayao Miyazaki
12427,ጤዛ,None,"The Ethiopian intellectual Anberber returns to his native country during the repressive totalitarian regime of Haile Mariam Mengistu and the recognition of his own displacement and powerlessness at the dissolution of his people's humanity and social values. After several years spent studying medicine in Germany, he finds the country of his youth replaced by turmoil. His dream of using his craft to improve the health of Ethiopians is squashed by a military junta that uses scientists for its own political ends. Seeking the comfort of his countryside home, Anberber finds no refuge from violence. The solace that the memories of his youth provide is quickly replaced by the competing forces of military and rebelling factions. Anberber needs to decide whether he wants to bear the strain or piece together a life from the fragments that lie around him.",2008-09-02,7.6,22,/qttcUNmmi7S9FFim3dt3YPqAhd7.jpg,am,"['Aaron Arefe', 'Abiye Tedla', 'Takelech Beyene']",Haile Gerima
1008042,Talk to Me,None,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",2023-07-26,7.2,3290,/kdPMUMJzyYAc4roD52qavX0nLIC.jpg,en,"['Sophie Wilde', 'Alexandra Jensen', 'Joe Bird']",Danny Philippou
776527,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",None,"During the same summer as Woodstock, over 300,000 people attended the Harlem Cultural Festival, celebrating African American music and culture, and promoting Black pride and unity. The footage from the festival sat in a basement, unseen for over 50 years, keeping this incredible event in America's history lost — until now.",2021-07-02,7.6,211,/8kNwhqUGvpzWJd60O1Qvb8G6psK.jpg,en,"['Stevie Wonder', 'Lin-Manuel Miranda', 'Chris Rock']",Questlove
6964,Something's Gotta Give,None,"When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack while there, and the doctor prescribes bedrest, his only option is to stay at the Barry home. Left in the care of Erica and his doctor, a love triangle starts to take shape.",2003-12-12,6.642,1648,/1cpdqe0SpiHzzbOLq9GDUUlZdSl.jpg,en,"['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves']",Nancy Meyers
1233413,Sinners,None,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",2025-04-16,7.569,2125,/4CkZl1LK6a5rXBqJB2ZP77h3N5i.jpg,en,"['Michael B. Jordan', 'Hailee Steinfeld', 'Miles Caton']",Ryan Coogler
82693,Silver Linings Playbook,None,"After losing his job and wife, and spending time in an institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets Tiffany Maxwell who offers to help him reconnect with his wife if he will do something very important for her in exchange.",2012-11-16,7.146,12216,/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,en,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']",David O. Russell
824492,Shame,None,SHAME is the revenge saga of a housekeeping staff against a hotel guest for having her fired when she errs in the line of duty.,2019-01-14,0.0,0,/cxhgbZA5j2xH6hxGOAeU4UP6w2n.jpg,en,"['Vishal Mehra', 'Ranvir Shorey', 'Sayani Gupta']",Anusha Bose
11826,Sexy Beast,None,"Ex-safecracker Gal Dove has served his time behind bars and is blissfully retired to a Spanish villa paradise with a wife he adores. The idyll is shattered by the arrival of his nemesis Don Logan, intent on persuading Gal to return to London for one last big job.",2000-09-13,6.995,819,/xTfCZTzhgHNAR1pf5D49WH4buI5.jpg,en,"['Ray Winstone', 'Ben Kingsley', 'Ian McShane']",Jonathan Glazer
925943,Saint Omer,None,"A novelist attends the trial of a woman accused of killing her 15-month-old daughter by abandoning her to the rising tide on a beach in northern France. But as the trial continues, her own family history, doubts, and fears about motherhood are steadily dislodged as the life story of the accused is gradually revealed.",2022-11-23,6.199,181,/ekr25uuxlH7kg3KLhLLZcDZ15xd.jpg,fr,"['Kayije Kagame', 'Guslagie Malanda', 'Aurélia Petit']",Alice Diop
14976,Rachel Getting Married,None,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,2008-09-03,6.278,595,/bumaq3lqe4YSsq6LlYoge7e9ABk.jpg,en,"['Anne Hathaway', 'Rosemarie DeWitt', 'Bill Irwin']",Jonathan Demme
346648,Paddington 2,None,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",2017-11-09,7.473,2531,/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,en,"['Ben Whishaw', 'Sally Hawkins', 'Hugh Bonneville']",Paul King
74879,Bir Zamanlar Anadolu'da,None,"A group of men lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's location. As the group continues looking, its members can't help but chat among themselves about everyday life, which ultimately leads to conversations about their deepest existential concerns and secrets.",2011-09-23,7.5,497,/o08n2xyXGTkzKy122TTNat57SHb.jpg,tr,"['Muhammet Uzuner', 'Yılmaz Erdoğan', 'Taner Birsel']",Nuri Bilge Ceylan
377462,O.J.: Made in America,None,"A chronicle of the rise and fall of O.J. Simpson, whose high-profile murder trial exposed the extent of American racial tensions, revealing a fractured and divided nation.",2016-05-20,8.412,244,/2FW1ViDhIShRpjQx8isstiB6jel.jpg,en,"['O. J. Simpson', 'Nicole Brown Simpson', 'Marcia Clark']",Ezra Edelman
581734,Nomadland,None,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",2021-01-29,7.191,3120,/k5XzjWihzum1YgLMlqRDRZDmVMn.jpg,en,"['Frances McDormand', 'David Strathairn', 'Linda May']",Chloé Zhao
2517,誰も知らない,None,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",2004-08-07,7.98,574,/kDUUdWrbBBVqzSmm27pHFJcTvCU.jpg,ja,"['Yuya Yagira', 'Ayu Kitaura', 'Hiei Kimura']",Hirokazu Kore-eda
1028196,Nickel Boys,None,Chronicles the powerful friendship between two young Black teenagers navigating the harrowing trials of reform school together in Florida.,2024-12-13,6.6,271,/lu2vmmtStmTNMmSZl2LgrrQpLZo.jpg,en,"['Ethan Herisse', 'Brandon Wilson', 'Aunjanue Ellis-Taylor']",RaMell Ross
612,Munich,None,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",2005-12-23,7.14,2775,/iUekaw96QLInZpsNwRTlRKrZgwm.jpg,en,"['Eric Bana', 'Daniel Craig', 'Ciarán Hinds']",Steven Spielberg
562144,Une nuit au Moulin-Rouge,None,"An uncle in America wants to endow his nieces with a dowry, provided they succeed in making a name for themselves one night at the Moulin Rouge, where one of them is already performing. Everyone's pulling out all the stops to help the girls put on an act, dupe the theater manager and win the dowry - which will be doubled if they manage to marry, as their uncle is marrying the star of the show.",1957-08-07,6.0,1,/kYjdxRL2RJhFRLZBlL78xMT52GK.jpg,fr,"['Tilda Thamar', 'Noël Roquevert', 'Jean Tissier']",Jean-Claude Roy
1049516,À la découverte du tournage de Moonrise Kingdom,None,"Martin Scali, who was Wes Anderson's assistant on ""Fantastic Mr. Fox"", shot this short documentary in Newport, Rhode Island, during the filming of ""Moonrise Kingdom"".",2015-09-22,6.125,4,/jH1qYtX1Ec4nZsoUJ0Y4DAZCaI.jpg,fr,"['Martin Scali', 'Wes Anderson', 'Bill Murray']",Martin Scali
615643,Minari,None,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of this new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",2021-02-12,7.341,1702,/6mPNdmjdbVKPITv3LLCmQoKs9Zw.jpg,en,"['Steven Yeun', 'Han Ye-ri', 'Youn Yuh-jung']",Lee Isaac Chung
70,Million Dollar Baby,None,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",2004-12-05,7.955,9888,/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,en,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman']",Clint Eastwood
59436,Midnight in Paris,None,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",2011-05-11,7.522,7448,/4wBG5kbfagTQclETblPRRGihk0I.jpg,en,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates']",Woody Allen
340036,Lincoln,None,Famous actors read testimonies from people close to Lincoln about him and his actions during the Civil War.,1992-12-26,6.8,5,,en,"['Jason Robards', 'James Earl Jones', 'Glenn Close']",James A. Edgar
14372,Leviathan,None,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.,1989-03-17,5.972,517,/sJNcoyKsqYGEFCCNsYsccikGePV.jpg,en,"['Peter Weller', 'Richard Crenna', 'Amanda Pays']",George P. Cosmatos
313369,La La Land,None,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",2016-12-01,7.9,17385,/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,en,"['Ryan Gosling', 'Emma Stone', 'John Legend']",Damien Chazelle
58429,La Ciénaga,None,"The life of two women and their families in a small provincial town of Salta, Argentina.",2001-04-12,6.9,132,/jxbv3zY7TmgIW29xow1snEBc30W.jpg,es,"['Mercedes Morán', 'Graciela Borges', 'Martín Adjemián']",Lucrecia Martel
837335,La chimera,None,"Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.",2023-10-12,7.292,476,/lDaUha09CumsoSAt9MIRbS9WBNH.jpg,it,"[""Josh O'Connor"", 'Carol Duarte', 'Alba Rohrwacher']",Alice Rohrwacher
466420,Killers of the Flower Moon,None,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",2023-10-18,7.423,3685,/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,en,"['Leonardo DiCaprio', 'Robert De Niro', 'Lily Gladstone']",Martin Scorsese
1726,Iron Man,None,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-04-30,7.653,27136,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,en,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",Jon Favreau
548544,A Vida Invisível,None,"Rio de Janeiro, Brazil, 1950. In the conservative home of the Gusmão family, Eurídice and Guida are two inseparable sisters who support each other. While Guida can share with her younger sister the details of her romantic adventures, Eurídice finds in her older sister the encouragement she needs to pursue her dream of becoming a professional pianist.",2019-08-30,7.831,323,/dHmy5vHcEfeBfy72sWxAdeSBLmn.jpg,pt,"['Carol Duarte', 'Julia Stockler', 'Fernanda Montenegro']",Karim Aïnouz
8321,In Bruges,None,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",2008-02-08,7.494,5379,/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg,en,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes']",Martin McDonagh
465914,If Beale Street Could Talk,None,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",2018-12-14,6.933,1161,/76NfwnaZI43gOQove0LU9O23Qjz.jpg,en,"['KiKi Layne', 'Stephan James', 'Regina King']",Barry Jenkins
1000837,Ainda Estou Aqui,None,A woman married to a former politician during the 1971 military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,2024-09-19,8.0,742,/quSUoX9zBrK7abP20fRf4d5YlXA.jpg,pt,"['Fernanda Torres', 'Selton Mello', 'Valentina Herszage']",Walter Salles
3902,I'm Not There,None,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",2007-10-01,6.537,736,/bucgvB7gQqcl1m71efHkenfIMTj.jpg,en,"['Christian Bale', 'Cate Blanchett', 'Marcus Carl Franklin']",Todd Haynes
830480,"Il était une fois... « Moi, Daniel Blake »",None,"The documentary, filmed in England in autumn 2020, sheds light on the genesis and background of the social drama.",2021-05-12,8.0,2,/jl329W6tKk6LoIb3fXMPHGHzp8a.jpg,fr,['Ken Loach'],Rémi Lainé
360635,HERO,None,"Prosecutor Kohei Kuryu takes charge of a case with a foreign embassy possessing the key to solve the case. Due to the extraterritoriality involving the case, the investigation has not gone anywhere. A crisis then ensues. Kohei Kuryu and his office attempt to extract the truth behind the wall of the Neustrian Embassy.",2015-07-18,6.0,32,/pcnjUHvKTrdpaA3F3yiaK7XaP5N.jpg,ja,"['Takuya Kimura', 'Keiko Kitagawa', 'Takako Matsu']",Masayuki Suzuki
493922,Hereditary,None,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",2018-06-07,7.3,8034,/4GFPuL14eXi66V96xBWY73Y9PfR.jpg,en,"['Toni Collette', 'Alex Wolff', 'Gabriel Byrne']",Ari Aster
338766,Hell or High Water,None,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2016-08-11,7.303,4604,/is6jQ7ZomxrnzerFTgagg6H51Lv.jpg,en,"['Jeff Bridges', 'Chris Pine', 'Ben Foster']",David Mackenzie
481432,Lazzaro felice,None,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",2018-05-31,7.399,726,/j4x1O6G0cbchHQwNsEZ0DntOJMJ.jpg,it,"['Adriano Tardiolo', 'Agnese Graziani', 'Luke Chikovani']",Alice Rohrwacher
490785,"Hale County This Morning, This Evening",None,"Composed of intimate and unencumbered moments of people in a community, this film is constructed in a form that allows the viewer an emotive impression of the Historic South - trumpeting the beauty of life and consequences of the social construction of race, while simultaneously a testament to dreaming.",2018-09-14,6.0,57,/yzso3kOTsilpu25bnDhAkxPWoTT.jpg,en,[],RaMell Ross
51707,Girlhood,None,Documentary chronicling America's justice system. Follows two female inmates – victims of horrific violence and tragedy – who are serving time in a Maryland juvenile detention center.,2003-10-13,6.6,10,/hKt4CYRQKKNVqaxmXIcEmA5sFvX.jpg,en,"['Megan', 'Shane']",Liz Garbus
458737,First Reformed,None,A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.,2018-05-18,6.995,1373,/8HKA3Hwf8jQWy8TCYWr7C8Wft23.jpg,en,"['Ethan Hawke', 'Amanda Seyfried', 'Cedric the Entertainer']",Paul Schrader
